***
*** Digital Image Correlation Engine (DICe), (git sha1: v3.0-beta.8-11-g5ebcdf) Copyright 2021 National Technology & Engineering Solutions of Sandia, LLC (NTESS)
***
*** Reference image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0000.tiff 
*** Deformed image: /home/rspencer/moose_work/Geometry_Optimisation/sens_opt_sinh_spline/imdef/imdef_0/defimage_0001.tiff 
*** DIC method : local 
*** Correlation method: ZNSSD
*** Interpolation method: KEYS_FOURTH
*** Image gradient method: FINITE_DIFFERENCE
*** Optimization method: GRADIENT_BASED_THEN_SIMPLEX
*** Projection method: DISPLACEMENT_BASED
*** Guess initialization method: USE_FEATURE_MATCHING
*** Seed location: N/A
*** Shape functions: Translation (u,v) Normal Strain (ex,ey) Shear Strain (gamma_xy) 
*** Incremental correlation: false
*** Subset size: 21
*** Step size: x 10 y 10 (-1 implies not regular grid)
*** Strain window size in pixels: 100 (only first strain post-processor is reported)
*** Coordinates given with (0,0) as upper left corner of image, x positive right, y positive down
***
SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,VSG_STRAIN_XX,VSG_STRAIN_YY,SIGMA,GAMMA,MATCH
3408,4.6000E+02,9.6000E+02,-4.7856E-02,-5.4782E-01,-2.8020E-04,-1.1861E-03,3.4254E-03,6.4111E-05,0.0000E+00
3409,4.6000E+02,9.7000E+02,-3.7941E-02,-5.5884E-01,-2.9421E-04,-1.2112E-03,3.0235E-03,6.1508E-05,0.0000E+00
3410,4.6000E+02,9.8000E+02,-2.9524E-02,-5.7316E-01,-3.1028E-04,-1.2347E-03,3.0526E-03,4.5530E-05,0.0000E+00
3411,4.6000E+02,9.9000E+02,-1.9101E-02,-5.8492E-01,-3.2819E-04,-1.2661E-03,2.9642E-03,4.3188E-05,0.0000E+00
3412,4.6000E+02,1.0000E+03,-9.0374E-03,-5.9801E-01,-3.4984E-04,-1.3036E-03,3.0311E-03,4.4677E-05,0.0000E+00
3413,4.6000E+02,1.0100E+03,1.2056E-03,-6.0990E-01,-3.7222E-04,-1.3438E-03,3.1557E-03,5.6048E-05,0.0000E+00
3414,4.6000E+02,1.0200E+03,1.6056E-02,-6.2281E-01,-3.9844E-04,-1.3833E-03,2.7490E-03,5.4859E-05,0.0000E+00
3415,4.6000E+02,1.0300E+03,2.7649E-02,-6.3818E-01,-4.2358E-04,-1.4245E-03,3.3401E-03,4.0305E-05,0.0000E+00
3416,4.6000E+02,1.0400E+03,3.9966E-02,-6.5344E-01,-4.4995E-04,-1.4720E-03,3.2768E-03,4.3800E-05,0.0000E+00
3417,4.6000E+02,1.0500E+03,5.2651E-02,-6.6730E-01,-4.7998E-04,-1.5225E-03,3.4453E-03,4.3288E-05,0.0000E+00
3418,4.6000E+02,1.0600E+03,6.7306E-02,-6.8236E-01,-5.0987E-04,-1.5708E-03,3.3688E-03,4.7474E-05,0.0000E+00
3419,4.6000E+02,1.0700E+03,8.1511E-02,-6.9834E-01,-5.3303E-04,-1.6110E-03,3.8007E-03,4.2388E-05,0.0000E+00
3420,4.6000E+02,1.0800E+03,9.6906E-02,-7.1562E-01,-5.5813E-04,-1.6519E-03,3.8047E-03,3.9993E-05,0.0000E+00
3421,4.6000E+02,1.0900E+03,1.1258E-01,-7.3280E-01,-5.8065E-04,-1.6991E-03,3.5484E-03,4.2625E-05,0.0000E+00
3422,4.6000E+02,1.1000E+03,1.2630E-01,-7.5050E-01,-5.9477E-04,-1.7475E-03,3.1323E-03,4.3579E-05,0.0000E+00
3423,4.6000E+02,1.1100E+03,1.4204E-01,-7.6859E-01,-6.0652E-04,-1.7900E-03,2.9773E-03,3.5019E-05,0.0000E+00
3424,4.6000E+02,1.1200E+03,1.5848E-01,-7.8761E-01,-6.0730E-04,-1.8302E-03,3.4168E-03,2.7822E-05,0.0000E+00
3425,4.6000E+02,1.1300E+03,1.7535E-01,-8.0646E-01,-6.0024E-04,-1.8658E-03,3.4078E-03,2.8395E-05,0.0000E+00
3426,4.6000E+02,1.1400E+03,1.9131E-01,-8.2344E-01,-5.9066E-04,-1.8946E-03,3.2859E-03,3.0744E-05,0.0000E+00
3427,4.6000E+02,1.1500E+03,2.0699E-01,-8.4292E-01,-5.6736E-04,-1.9143E-03,2.6251E-03,3.4297E-05,0.0000E+00
3428,4.6000E+02,1.1600E+03,2.2152E-01,-8.6301E-01,-5.3948E-04,-1.9274E-03,2.5998E-03,3.4524E-05,0.0000E+00
3429,4.6000E+02,1.1700E+03,2.3873E-01,-8.8201E-01,-4.9740E-04,-1.9397E-03,3.1125E-03,3.6931E-05,0.0000E+00
3430,4.6000E+02,1.1800E+03,2.5486E-01,-9.0183E-01,-4.4447E-04,-1.9558E-03,3.7588E-03,4.3125E-05,0.0000E+00
3431,4.6000E+02,1.1900E+03,2.7118E-01,-9.2091E-01,-3.8343E-04,-1.9656E-03,3.0954E-03,3.8486E-05,0.0000E+00
3432,4.6000E+02,1.2000E+03,2.8511E-01,-9.4095E-01,-3.0801E-04,-1.9611E-03,3.2263E-03,4.2863E-05,0.0000E+00
3433,4.6000E+02,1.2100E+03,2.9806E-01,-9.6033E-01,-2.2365E-04,-1.9584E-03,3.1056E-03,4.7423E-05,0.0000E+00
3434,4.6000E+02,1.2200E+03,3.1149E-01,-9.8017E-01,-1.3382E-04,-1.9462E-03,3.1619E-03,3.8893E-05,0.0000E+00
3435,4.6000E+02,1.2300E+03,3.2585E-01,-9.9873E-01,-4.1138E-05,-1.9148E-03,3.7751E-03,3.4181E-05,0.0000E+00
3436,4.6000E+02,1.2400E+03,3.3693E-01,-1.0173E+00,5.1334E-05,-1.8722E-03,3.4471E-03,4.1604E-05,0.0000E+00
3437,4.6000E+02,1.2500E+03,3.4393E-01,-1.0349E+00,1.3759E-04,-1.8212E-03,3.2251E-03,4.3782E-05,0.0000E+00
3438,4.6000E+02,1.2600E+03,3.4932E-01,-1.0548E+00,2.1388E-04,-1.7688E-03,4.0143E-03,4.0056E-05,0.0000E+00
3439,4.6000E+02,1.2700E+03,3.5272E-01,-1.0738E+00,2.8432E-04,-1.7170E-03,3.7788E-03,4.4709E-05,0.0000E+00
3440,4.6000E+02,1.2800E+03,3.5531E-01,-1.0887E+00,3.3478E-04,-1.6657E-03,3.1807E-03,4.8632E-05,0.0000E+00
3441,4.6000E+02,1.2900E+03,3.5657E-01,-1.1033E+00,3.6907E-04,-1.6159E-03,3.1818E-03,4.2604E-05,0.0000E+00
3442,4.6000E+02,1.3000E+03,3.5518E-01,-1.1196E+00,3.8997E-04,-1.5760E-03,3.3228E-03,4.4794E-05,0.0000E+00
3443,4.6000E+02,1.3100E+03,3.5198E-01,-1.1357E+00,3.9612E-04,-1.5359E-03,3.5247E-03,4.9098E-05,0.0000E+00
3444,4.6000E+02,1.3200E+03,3.4645E-01,-1.1501E+00,3.8611E-04,-1.5029E-03,3.4696E-03,5.2465E-05,0.0000E+00
3445,4.6000E+02,1.3300E+03,3.3845E-01,-1.1650E+00,3.6208E-04,-1.4787E-03,3.0695E-03,5.0490E-05,0.0000E+00
3446,4.6000E+02,1.3400E+03,3.2795E-01,-1.1788E+00,3.2926E-04,-1.4511E-03,3.0765E-03,4.4485E-05,0.0000E+00
3447,4.6000E+02,1.3500E+03,3.1529E-01,-1.1923E+00,2.8575E-04,-1.4201E-03,3.7916E-03,4.2039E-05,0.0000E+00
3448,4.6000E+02,1.3600E+03,2.9995E-01,-1.2053E+00,2.3456E-04,-1.3913E-03,3.6014E-03,4.4467E-05,0.0000E+00
3449,4.6000E+02,1.3700E+03,2.8610E-01,-1.2188E+00,1.7851E-04,-1.3628E-03,3.3924E-03,4.4772E-05,0.0000E+00
3450,4.6000E+02,1.3800E+03,2.7018E-01,-1.2318E+00,1.1869E-04,-1.3315E-03,3.1474E-03,4.0390E-05,0.0000E+00
3451,4.6000E+02,1.3900E+03,2.5098E-01,-1.2462E+00,5.8883E-05,-1.3003E-03,3.6064E-03,4.0585E-05,0.0000E+00
3452,4.6000E+02,1.4000E+03,2.3400E-01,-1.2593E+00,2.6092E-06,-1.2703E-03,3.3540E-03,4.3389E-05,0.0000E+00
3453,4.6000E+02,1.4100E+03,2.1518E-01,-1.2716E+00,-5.2869E-05,-1.2409E-03,3.6375E-03,4.5324E-05,0.0000E+00
3454,4.6000E+02,1.4200E+03,1.9411E-01,-1.2841E+00,-1.0978E-04,-1.2089E-03,3.8399E-03,4.1749E-05,0.0000E+00
3455,4.6000E+02,1.4300E+03,1.7404E-01,-1.2960E+00,-1.6142E-04,-1.1794E-03,3.6137E-03,4.1156E-05,0.0000E+00
3456,4.6000E+02,1.4400E+03,1.5400E-01,-1.3087E+00,-2.1332E-04,-1.1510E-03,3.7322E-03,3.9705E-05,0.0000E+00
3457,4.6000E+02,1.4500E+03,1.3234E-01,-1.3197E+00,-2.6252E-04,-1.1290E-03,3.3766E-03,4.3575E-05,0.0000E+00
3458,4.6000E+02,1.4600E+03,1.1048E-01,-1.3299E+00,-3.1132E-04,-1.1126E-03,2.8688E-03,4.1731E-05,0.0000E+00
3459,4.6000E+02,1.4700E+03,8.9762E-02,-1.3407E+00,-3.5940E-04,-1.0927E-03,3.4481E-03,4.8677E-05,0.0000E+00
3460,4.6000E+02,1.4800E+03,6.4281E-02,-1.3515E+00,-4.0490E-04,-1.0756E-03,3.9306E-03,5.0112E-05,0.0000E+00
3461,4.6000E+02,1.4900E+03,4.1590E-02,-1.3627E+00,-4.5276E-04,-1.0580E-03,3.1819E-03,3.9976E-05,0.0000E+00
3462,4.6000E+02,1.5000E+03,1.9436E-02,-1.3731E+00,-4.9734E-04,-1.0432E-03,3.2753E-03,4.4665E-05,0.0000E+00
3463,4.6000E+02,1.5100E+03,-3.7595E-03,-1.3831E+00,-5.4512E-04,-1.0443E-03,3.6441E-03,5.1078E-05,0.0000E+00
3464,4.6000E+02,1.5200E+03,-2.6884E-02,-1.3939E+00,-5.9375E-04,-1.1300E-03,3.1196E-03,4.3880E-05,0.0000E+00
3465,4.6000E+02,1.5300E+03,-4.9539E-02,-1.4041E+00,-6.2463E-04,-1.1877E-03,3.3460E-03,4.2662E-05,0.0000E+00
3466,4.6000E+02,1.5400E+03,-7.1366E-02,-1.4145E+00,-6.4892E-04,-1.2336E-03,3.9164E-03,5.9817E-05,0.0000E+00
3467,4.6000E+02,1.5500E+03,-9.6703E-02,-1.4241E+00,-6.7682E-04,-1.3117E-03,3.9914E-03,6.2187E-05,0.0000E+00
3468,4.6000E+02,1.5600E+03,-1.1803E-01,-1.4487E+00,-6.9005E-04,-1.4832E-03,3.3930E-03,6.2045E-04,0.0000E+00
3469,4.7000E+02,1.5600E+03,-1.2428E-01,-1.4764E+00,-6.6519E-04,-1.5438E-03,3.1296E-03,5.3929E-04,0.0000E+00
3470,4.7000E+02,1.5500E+03,-1.0320E-01,-1.4449E+00,-6.7694E-04,-1.3569E-03,3.6897E-03,6.0714E-05,0.0000E+00
3471,4.7000E+02,1.5400E+03,-7.8767E-02,-1.4354E+00,-6.5398E-04,-1.2731E-03,2.9971E-03,5.6741E-05,0.0000E+00
3472,4.7000E+02,1.5300E+03,-5.5224E-02,-1.4250E+00,-6.2792E-04,-1.2216E-03,3.1459E-03,4.5033E-05,0.0000E+00
3473,4.7000E+02,1.5200E+03,-3.1793E-02,-1.4146E+00,-6.0443E-04,-1.1647E-03,3.0863E-03,4.9856E-05,0.0000E+00
3474,4.7000E+02,1.5100E+03,-8.0723E-03,-1.4039E+00,-5.5759E-04,-1.0724E-03,3.1119E-03,4.9231E-05,0.0000E+00
3475,4.7000E+02,1.5000E+03,1.4955E-02,-1.3931E+00,-5.1494E-04,-1.0681E-03,2.8377E-03,4.5422E-05,0.0000E+00
3476,4.7000E+02,1.4900E+03,3.7408E-02,-1.3829E+00,-4.6833E-04,-1.0860E-03,2.8482E-03,4.2361E-05,0.0000E+00
3477,4.7000E+02,1.4800E+03,6.0635E-02,-1.3720E+00,-4.2246E-04,-1.1035E-03,3.1333E-03,4.5025E-05,0.0000E+00
3478,4.7000E+02,1.4700E+03,8.4710E-02,-1.3607E+00,-3.7213E-04,-1.1234E-03,3.0692E-03,4.5840E-05,0.0000E+00
3479,4.7000E+02,1.4600E+03,1.0781E-01,-1.3495E+00,-3.2543E-04,-1.1447E-03,3.2187E-03,4.0870E-05,0.0000E+00
3480,4.7000E+02,1.4500E+03,1.2983E-01,-1.3382E+00,-2.8244E-04,-1.1674E-03,3.5933E-03,4.4409E-05,0.0000E+00
3481,4.7000E+02,1.4400E+03,1.5180E-01,-1.3261E+00,-2.3308E-04,-1.1978E-03,3.7447E-03,4.1224E-05,0.0000E+00
3482,4.7000E+02,1.4300E+03,1.7266E-01,-1.3134E+00,-1.7987E-04,-1.2311E-03,3.7671E-03,4.1106E-05,0.0000E+00
3483,4.7000E+02,1.4200E+03,1.9386E-01,-1.3004E+00,-1.2423E-04,-1.2666E-03,3.4763E-03,4.1029E-05,0.0000E+00
3484,4.7000E+02,1.4100E+03,2.1509E-01,-1.2907E+00,-6.5055E-05,-1.3029E-03,3.3657E-03,4.1599E-05,0.0000E+00
3485,4.7000E+02,1.4000E+03,2.3341E-01,-1.2764E+00,-7.4300E-06,-1.3414E-03,3.4016E-03,4.3284E-05,0.0000E+00
3486,4.7000E+02,1.3900E+03,2.5186E-01,-1.2613E+00,5.0625E-05,-1.3809E-03,2.7837E-03,4.9782E-05,0.0000E+00
3487,4.7000E+02,1.3800E+03,2.7179E-01,-1.2471E+00,1.1602E-04,-1.4202E-03,2.8641E-03,5.1706E-05,0.0000E+00
3488,4.7000E+02,1.3700E+03,2.8896E-01,-1.2326E+00,1.8163E-04,-1.4583E-03,3.0502E-03,4.7086E-05,0.0000E+00
3489,4.7000E+02,1.3600E+03,3.0421E-01,-1.2192E+00,2.4375E-04,-1.4951E-03,3.1708E-03,4.4255E-05,0.0000E+00
3490,4.7000E+02,1.3500E+03,3.1905E-01,-1.2039E+00,3.0150E-04,-1.5267E-03,3.4744E-03,4.7235E-05,0.0000E+00
3491,4.7000E+02,1.3400E+03,3.3179E-01,-1.1886E+00,3.5399E-04,-1.5596E-03,3.3091E-03,4.7643E-05,0.0000E+00
3492,4.7000E+02,1.3300E+03,3.4240E-01,-1.1728E+00,3.9234E-04,-1.5924E-03,3.2029E-03,5.2281E-05,0.0000E+00
3493,4.7000E+02,1.3200E+03,3.5094E-01,-1.1568E+00,4.2183E-04,-1.6189E-03,3.9979E-03,5.0805E-05,0.0000E+00
3494,4.7000E+02,1.3100E+03,3.5594E-01,-1.1410E+00,4.3699E-04,-1.6542E-03,4.2751E-03,5.2820E-05,0.0000E+00
3495,4.7000E+02,1.3000E+03,3.5931E-01,-1.1253E+00,4.3201E-04,-1.6967E-03,3.0652E-03,4.8458E-05,0.0000E+00
3496,4.7000E+02,1.2900E+03,3.6099E-01,-1.1086E+00,4.0795E-04,-1.7372E-03,2.8803E-03,4.2852E-05,0.0000E+00
3497,4.7000E+02,1.2800E+03,3.5972E-01,-1.0917E+00,3.6914E-04,-1.7896E-03,2.8957E-03,5.0005E-05,0.0000E+00
3498,4.7000E+02,1.2700E+03,3.5666E-01,-1.0749E+00,3.1169E-04,-1.8444E-03,3.1374E-03,4.9441E-05,0.0000E+00
3499,4.7000E+02,1.2600E+03,3.5277E-01,-1.0557E+00,2.3446E-04,-1.8964E-03,3.8846E-03,4.6423E-05,0.0000E+00
3500,4.7000E+02,1.2500E+03,3.4639E-01,-1.0328E+00,1.5209E-04,-1.9516E-03,3.6106E-03,5.1384E-05,0.0000E+00
3501,4.7000E+02,1.2400E+03,3.3561E-01,-1.0159E+00,5.1001E-05,-2.0030E-03,3.5063E-03,5.0799E-05,0.0000E+00
3502,4.7000E+02,1.2300E+03,3.2209E-01,-9.9587E-01,-5.5629E-05,-2.0379E-03,3.1948E-03,4.1938E-05,0.0000E+00
3503,4.7000E+02,1.2200E+03,3.0873E-01,-9.7656E-01,-1.5086E-04,-2.0597E-03,3.0438E-03,4.0659E-05,0.0000E+00
3504,4.7000E+02,1.2100E+03,2.9603E-01,-9.5581E-01,-2.4343E-04,-2.0643E-03,3.3336E-03,4.3193E-05,0.0000E+00
3505,4.7000E+02,1.2000E+03,2.8235E-01,-9.3353E-01,-3.3206E-04,-2.0545E-03,3.2811E-03,3.5079E-05,0.0000E+00
3506,4.7000E+02,1.1900E+03,2.6832E-01,-9.1210E-01,-4.0984E-04,-2.0448E-03,3.3519E-03,3.5511E-05,0.0000E+00
3507,4.7000E+02,1.1800E+03,2.4936E-01,-8.9308E-01,-4.6858E-04,-2.0256E-03,3.7815E-03,4.1598E-05,0.0000E+00
3508,4.7000E+02,1.1700E+03,2.3280E-01,-8.7278E-01,-5.2116E-04,-1.9989E-03,3.0904E-03,3.9920E-05,0.0000E+00
3509,4.7000E+02,1.1600E+03,2.1672E-01,-8.5181E-01,-5.5973E-04,-1.9718E-03,2.4162E-03,3.5790E-05,0.0000E+00
3510,4.7000E+02,1.1500E+03,1.9969E-01,-8.3229E-01,-5.8591E-04,-1.9444E-03,2.8318E-03,3.4335E-05,0.0000E+00
3511,4.7000E+02,1.1400E+03,1.8462E-01,-8.1444E-01,-6.0370E-04,-1.9163E-03,3.3704E-03,2.8748E-05,0.0000E+00
3512,4.7000E+02,1.1300E+03,1.6828E-01,-7.9491E-01,-6.1068E-04,-1.8831E-03,3.2773E-03,3.1641E-05,0.0000E+00
3513,4.7000E+02,1.1200E+03,1.5228E-01,-7.7576E-01,-6.1039E-04,-1.8431E-03,3.2964E-03,3.5930E-05,0.0000E+00
3514,4.7000E+02,1.1100E+03,1.3707E-01,-7.5829E-01,-6.0630E-04,-1.7966E-03,3.5596E-03,3.6475E-05,0.0000E+00
3515,4.7000E+02,1.1000E+03,1.2031E-01,-7.3960E-01,-5.9361E-04,-1.7470E-03,3.5736E-03,4.1870E-05,0.0000E+00
3516,4.7000E+02,1.0900E+03,1.0684E-01,-7.2113E-01,-5.7911E-04,-1.6942E-03,3.1274E-03,4.0698E-05,0.0000E+00
3517,4.7000E+02,1.0800E+03,9.1325E-02,-7.0436E-01,-5.5714E-04,-1.6391E-03,3.0479E-03,3.7013E-05,0.0000E+00
3518,4.7000E+02,1.0700E+03,7.5951E-02,-6.8747E-01,-5.3188E-04,-1.5910E-03,3.2541E-03,4.0373E-05,0.0000E+00
3519,4.7000E+02,1.0600E+03,6.2286E-02,-6.7173E-01,-5.0823E-04,-1.5460E-03,3.1774E-03,4.2582E-05,0.0000E+00
3520,4.7000E+02,1.0500E+03,4.9357E-02,-6.5772E-01,-4.7945E-04,-1.4956E-03,3.3248E-03,3.8478E-05,0.0000E+00
3521,4.7000E+02,1.0400E+03,3.6465E-02,-6.4356E-01,-4.5129E-04,-1.4449E-03,3.2228E-03,3.9852E-05,0.0000E+00
3522,4.7000E+02,1.0300E+03,2.3366E-02,-6.2876E-01,-4.2264E-04,-1.3977E-03,3.3701E-03,3.8283E-05,0.0000E+00
3523,4.7000E+02,1.0200E+03,1.0770E-02,-6.1398E-01,-3.9489E-04,-1.3552E-03,3.0566E-03,4.6506E-05,0.0000E+00
3524,4.7000E+02,1.0100E+03,-2.9570E-03,-6.0151E-01,-3.7017E-04,-1.3174E-03,3.2681E-03,5.5916E-05,0.0000E+00
3525,4.7000E+02,1.0000E+03,-1.2779E-02,-5.8874E-01,-3.4692E-04,-1.2766E-03,3.0705E-03,5.6819E-05,0.0000E+00
3526,4.7000E+02,9.9000E+02,-2.3081E-02,-5.7632E-01,-3.2688E-04,-1.2373E-03,3.0785E-03,5.4731E-05,0.0000E+00
3527,4.7000E+02,9.8000E+02,-3.2780E-02,-5.6413E-01,-3.0703E-04,-1.2048E-03,3.4369E-03,4.9613E-05,0.0000E+00
3528,4.7000E+02,9.7000E+02,-4.1835E-02,-5.5128E-01,-2.9252E-04,-1.1842E-03,3.3010E-03,5.7362E-05,0.0000E+00
3529,4.7000E+02,9.6000E+02,-5.1343E-02,-5.4044E-01,-2.8246E-04,-1.1607E-03,3.0876E-03,5.5703E-05,0.0000E+00
3530,4.7000E+02,9.5000E+02,-5.8827E-02,-5.2958E-01,-2.7329E-04,-1.1312E-03,3.4653E-03,5.0789E-05,0.0000E+00
3531,4.7000E+02,9.4000E+02,-6.7317E-02,-5.1693E-01,-2.6383E-04,-1.1071E-03,3.5938E-03,5.6495E-05,0.0000E+00
3532,4.7000E+02,9.3000E+02,-7.2936E-02,-5.0712E-01,-2.5805E-04,-1.0812E-03,3.4663E-03,5.4535E-05,0.0000E+00
3533,4.7000E+02,9.2000E+02,-7.9691E-02,-4.9595E-01,-2.5046E-04,-1.0566E-03,2.9681E-03,4.6060E-05,0.0000E+00
3534,4.7000E+02,9.1000E+02,-8.5467E-02,-4.8541E-01,-2.4492E-04,-1.0317E-03,2.8874E-03,5.3684E-05,0.0000E+00
3535,4.7000E+02,9.0000E+02,-9.1472E-02,-4.7446E-01,-2.4534E-04,-1.0146E-03,3.0423E-03,6.0002E-05,0.0000E+00
3536,4.7000E+02,8.9000E+02,-9.7012E-02,-4.6561E-01,-2.4704E-04,-9.9860E-04,3.2198E-03,6.8138E-05,0.0000E+00
3537,4.7000E+02,8.8000E+02,-1.0058E-01,-4.5687E-01,-2.5016E-04,-9.8698E-04,3.2522E-03,6.2459E-05,0.0000E+00
3538,4.7000E+02,8.7000E+02,-1.0523E-01,-4.4659E-01,-2.4999E-04,-9.8210E-04,3.3704E-03,4.1236E-05,0.0000E+00
3539,4.7000E+02,8.6000E+02,-1.0980E-01,-4.3598E-01,-2.5062E-04,-9.7891E-04,3.6718E-03,3.4981E-05,0.0000E+00
3540,4.7000E+02,8.5000E+02,-1.1255E-01,-4.2635E-01,-2.5435E-04,-9.7566E-04,2.7184E-03,4.6596E-05,0.0000E+00
3541,4.7000E+02,8.4000E+02,-1.1628E-01,-4.1732E-01,-2.5807E-04,-9.6688E-04,3.0597E-03,5.8107E-05,0.0000E+00
3542,4.7000E+02,8.3000E+02,-1.1866E-01,-4.0770E-01,-2.6298E-04,-9.5648E-04,3.2891E-03,6.2113E-05,0.0000E+00
3543,4.7000E+02,8.2000E+02,-1.2135E-01,-3.9671E-01,-2.6672E-04,-9.4218E-04,3.2184E-03,5.6824E-05,0.0000E+00
3544,4.7000E+02,8.1000E+02,-1.2479E-01,-3.8745E-01,-2.7696E-04,-9.3820E-04,3.2428E-03,5.5591E-05,0.0000E+00
3545,4.7000E+02,8.0000E+02,-1.2757E-01,-3.7806E-01,-2.8311E-04,-9.3184E-04,3.8766E-03,5.4848E-05,0.0000E+00
3546,4.7000E+02,7.9000E+02,-1.2846E-01,-3.7077E-01,-2.8599E-04,-9.1917E-04,3.5640E-03,6.3999E-05,0.0000E+00
3547,4.7000E+02,7.8000E+02,-1.3097E-01,-3.6169E-01,-2.9262E-04,-9.1035E-04,2.4374E-03,5.1906E-05,0.0000E+00
3548,4.7000E+02,7.7000E+02,-1.3169E-01,-3.5044E-01,-3.0003E-04,-9.1128E-04,3.3792E-03,3.7467E-05,0.0000E+00
3549,4.7000E+02,7.6000E+02,-1.3290E-01,-3.4172E-01,-3.0656E-04,-9.0837E-04,3.0773E-03,4.3388E-05,0.0000E+00
3550,4.7000E+02,7.5000E+02,-1.3390E-01,-3.3323E-01,-3.1254E-04,-8.9610E-04,3.0397E-03,4.2497E-05,0.0000E+00
3551,4.7000E+02,7.4000E+02,-1.3508E-01,-3.2468E-01,-3.1780E-04,-8.8304E-04,3.1103E-03,4.0064E-05,0.0000E+00
3552,4.7000E+02,7.3000E+02,-1.3641E-01,-3.1470E-01,-3.2214E-04,-8.6852E-04,3.3639E-03,3.3545E-05,0.0000E+00
3553,4.7000E+02,7.2000E+02,-1.3785E-01,-3.0499E-01,-3.2486E-04,-8.5891E-04,3.0711E-03,3.5397E-05,0.0000E+00
3554,4.7000E+02,7.1000E+02,-1.3858E-01,-2.9776E-01,-3.2851E-04,-8.5148E-04,3.0668E-03,4.1089E-05,0.0000E+00
3555,4.7000E+02,7.0000E+02,-1.3946E-01,-2.8969E-01,-3.3419E-04,-8.4314E-04,3.6372E-03,3.6169E-05,0.0000E+00
3556,4.7000E+02,6.9000E+02,-1.4021E-01,-2.8170E-01,-3.3639E-04,-8.4005E-04,4.7444E-03,2.7269E-05,0.0000E+00
3557,4.7000E+02,6.8000E+02,-1.3957E-01,-2.7275E-01,-3.3749E-04,-8.3923E-04,4.0153E-03,3.2138E-05,0.0000E+00
3558,4.7000E+02,6.7000E+02,-1.4005E-01,-2.6479E-01,-3.4008E-04,-8.3628E-04,3.6745E-03,3.7908E-05,0.0000E+00
3559,4.7000E+02,6.6000E+02,-1.4229E-01,-2.5754E-01,-3.4372E-04,-8.3051E-04,3.6154E-03,3.2689E-05,0.0000E+00
3560,4.7000E+02,6.5000E+02,-1.4144E-01,-2.4757E-01,-3.4699E-04,-8.2244E-04,3.3666E-03,2.9946E-05,0.0000E+00
3561,4.7000E+02,6.4000E+02,-1.4106E-01,-2.3825E-01,-3.5210E-04,-8.1707E-04,3.0877E-03,3.3021E-05,0.0000E+00
3562,4.7000E+02,6.3000E+02,-1.4079E-01,-2.3139E-01,-3.5718E-04,-8.1377E-04,2.8860E-03,3.3706E-05,0.0000E+00
3563,4.7000E+02,6.2000E+02,-1.4068E-01,-2.2321E-01,-3.5545E-04,-8.0805E-04,3.0889E-03,3.5246E-05,0.0000E+00
3564,4.7000E+02,6.1000E+02,-1.4126E-01,-2.1536E-01,-3.5459E-04,-7.9799E-04,3.6237E-03,2.8997E-05,0.0000E+00
3565,4.7000E+02,6.0000E+02,-1.4206E-01,-2.0768E-01,-3.5836E-04,-7.8936E-04,4.5262E-03,2.6284E-05,0.0000E+00
3566,4.7000E+02,5.9000E+02,-1.4211E-01,-1.9965E-01,-3.6124E-04,-7.8284E-04,3.6186E-03,2.8416E-05,0.0000E+00
3567,4.7000E+02,5.8000E+02,-1.4300E-01,-1.9189E-01,-3.6241E-04,-7.7341E-04,3.1937E-03,2.8009E-05,0.0000E+00
3568,4.7000E+02,5.7000E+02,-1.4141E-01,-1.8483E-01,-3.6330E-04,-7.6504E-04,3.0772E-03,2.8926E-05,0.0000E+00
3569,4.7000E+02,5.6000E+02,-1.4036E-01,-1.7730E-01,-3.6262E-04,-7.5994E-04,3.5036E-03,3.2165E-05,0.0000E+00
3570,4.7000E+02,5.5000E+02,-1.4203E-01,-1.6871E-01,-3.6080E-04,-7.5406E-04,3.0113E-03,3.4126E-05,0.0000E+00
3571,4.7000E+02,5.4000E+02,-1.4213E-01,-1.6167E-01,-3.6039E-04,-7.5280E-04,3.2535E-03,3.0403E-05,0.0000E+00
3572,4.7000E+02,5.3000E+02,-1.4154E-01,-1.5335E-01,-3.6072E-04,-7.5245E-04,3.1695E-03,2.8820E-05,0.0000E+00
3573,4.7000E+02,5.2000E+02,-1.4232E-01,-1.4614E-01,-3.5946E-04,-7.4669E-04,3.0700E-03,2.8842E-05,0.0000E+00
3574,4.7000E+02,5.1000E+02,-1.4179E-01,-1.3831E-01,-3.5505E-04,-7.4102E-04,3.0888E-03,2.5554E-05,0.0000E+00
3575,4.7000E+02,5.0000E+02,-1.4137E-01,-1.3112E-01,-3.5053E-04,-7.3684E-04,3.1382E-03,2.5808E-05,0.0000E+00
3576,4.7000E+02,4.9000E+02,-1.4058E-01,-1.2285E-01,-3.4708E-04,-7.3269E-04,3.4958E-03,2.6274E-05,0.0000E+00
3577,4.7000E+02,4.8000E+02,-1.4109E-01,-1.1615E-01,-3.4611E-04,-7.3141E-04,3.4465E-03,2.7054E-05,0.0000E+00
