Time;Image index (Image index);Distance L(t) (Extensometer ID: 328);Change in distance (Extensometer ID: 328);Strain (Extensometer ID: 328);Distance x L(t) (Extensometer ID: 328);Distance y L(t) (Extensometer ID: 328);Distance z L(t) (Extensometer ID: 328);Change in distance x (Extensometer ID: 328);Change in distance y (Extensometer ID: 328);Change in distance z (Extensometer ID: 328);Extensometer : Distance change Extensometer : Distance change;Extensometer : Distance L(t=N) Extensometer : Distance L(t=N);Extensometer : Distance L(t = 0) Extensometer : Distance L(t = 0);Extensometer : Distance change per second Extensometer : Distance change per second;Extensometer : Strain Extensometer;kilo Newton ADC channel 1
ms;;mm;mm;S;mm;mm;mm;mm;mm;mm;mm;mm;mm;mm/s;S;kN
348.726150;;;;;;;;;;;0.000000;7.001989;7.001989;-0.000000;0.000000;0.003513
848.726150;;;;;;;;;;;0.000107;7.002096;7.001989;0.000215;0.000015;0.003486
1348.726150;;;;;;;;;;;0.000092;7.002081;7.001989;-0.000031;0.000013;0.006209
1848.726150;;;;;;;;;;;0.000016;7.002005;7.001989;-0.000151;0.000002;0.010340
2348.726150;;;;;;;;;;;-0.000143;7.001846;7.001989;-0.000318;-0.000020;0.014401
2848.726150;;;;;;;;;;;-0.000129;7.001860;7.001989;0.000027;-0.000018;0.018506
3348.726150;;;;;;;;;;;-0.000257;7.001732;7.001989;-0.000256;-0.000037;0.022634
3848.726150;;;;;;;;;;;-0.000170;7.001819;7.001989;0.000173;-0.000024;0.025368
4348.726150;;;;;;;;;;;-0.000272;7.001717;7.001989;-0.000203;-0.000039;0.029470
4848.726150;;;;;;;;;;;-0.000223;7.001766;7.001989;0.000097;-0.000032;0.033590
5348.726150;;;;;;;;;;;-0.000246;7.001743;7.001989;-0.000046;-0.000035;0.036886
5848.726150;;;;;;;;;;;-0.000235;7.001754;7.001989;0.000021;-0.000034;0.041802
6348.726150;;;;;;;;;;;-0.000096;7.001893;7.001989;0.000279;-0.000014;0.045910
6848.726150;;;;;;;;;;;-0.000221;7.001768;7.001989;-0.000251;-0.000032;0.051363
7348.726150;;;;;;;;;;;-0.000109;7.001880;7.001989;0.000225;-0.000016;0.055990
7848.726150;;;;;;;;;;;-0.000035;7.001954;7.001989;0.000147;-0.000005;0.060963
8348.726150;;;;;;;;;;;-0.000020;7.001968;7.001989;0.000029;-0.000003;0.066423
8848.726150;;;;;;;;;;;-0.000011;7.001978;7.001989;0.000019;-0.000002;0.071923
9348.726150;;;;;;;;;;;0.000079;7.002068;7.001989;0.000179;0.000011;0.077333
9848.726150;;;;;;;;;;;0.000202;7.002191;7.001989;0.000246;0.000029;0.082720
10348.726150;;;;;;;;;;;0.000155;7.002144;7.001989;-0.000095;0.000022;0.089522
10848.726150;;;;;;;;;;;0.000299;7.002288;7.001989;0.000288;0.000043;0.095010
11348.726150;;;;;;;;;;;0.000409;7.002398;7.001989;0.000220;0.000058;0.100471
11848.726150;;;;;;;;;;;0.000434;7.002423;7.001989;0.000051;0.000062;0.107297
12348.726150;;;;;;;;;;;0.000530;7.002519;7.001989;0.000191;0.000076;0.114115
12848.726150;;;;;;;;;;;0.000561;7.002549;7.001989;0.000062;0.000080;0.120982
13348.726150;;;;;;;;;;;0.000581;7.002570;7.001989;0.000041;0.000083;0.127823
13848.726150;;;;;;;;;;;0.000670;7.002659;7.001989;0.000178;0.000096;0.136012
14348.726150;;;;;;;;;;;0.000774;7.002763;7.001989;0.000207;0.000111;0.142871
14848.726150;;;;;;;;;;;0.000811;7.002800;7.001989;0.000074;0.000116;0.149700
15348.726150;;;;;;;;;;;0.000885;7.002874;7.001989;0.000148;0.000126;0.157920
15848.726150;;;;;;;;;;;0.001098;7.003087;7.001989;0.000426;0.000157;0.166075
16348.726150;;;;;;;;;;;0.001099;7.003087;7.001989;0.000001;0.000157;0.174359
16848.726150;;;;;;;;;;;0.001123;7.003112;7.001989;0.000049;0.000160;0.183926
17348.726150;;;;;;;;;;;0.001310;7.003299;7.001989;0.000374;0.000187;0.192117
17848.726150;1.000000;7.027803;0.000000;0.000000;0.069346;7.027181;0.062726;0.000000;0.000000;0.000000;0.001340;7.003328;7.001989;0.000058;0.000191;0.197614
18348.726150;;;;;;;;;;;0.001418;7.003407;7.001989;0.000156;0.000202;0.211304
18848.726150;;;;;;;;;;;0.001315;7.003304;7.001989;-0.000205;0.000188;0.219525
19348.726150;;;;;;;;;;;0.001470;7.003459;7.001989;0.000310;0.000210;0.230433
19848.726150;;;;;;;;;;;0.001517;7.003506;7.001989;0.000094;0.000217;0.241409
20348.726150;;;;;;;;;;;0.001619;7.003608;7.001989;0.000204;0.000231;0.250882
20848.726150;;;;;;;;;;;0.001694;7.003683;7.001989;0.000149;0.000242;0.261813
21348.726150;;;;;;;;;;;0.001864;7.003853;7.001989;0.000340;0.000266;0.271365
21848.726150;;;;;;;;;;;0.001940;7.003928;7.001989;0.000151;0.000277;0.282260
22348.726150;;;;;;;;;;;0.002129;7.004118;7.001989;0.000379;0.000304;0.293205
22848.726150;2.000000;7.028665;0.000862;0.000123;0.068660;7.028014;0.066641;-0.000686;0.000833;0.003915;0.002259;7.004248;7.001989;0.000260;0.000323;0.305456
23348.726150;;;;;;;;;;;0.002387;7.004376;7.001989;0.000256;0.000341;0.317802
23848.726150;;;;;;;;;;;0.002453;7.004441;7.001989;0.000130;0.000350;0.330121
24348.726150;;;;;;;;;;;0.002663;7.004652;7.001989;0.000421;0.000380;0.342514
24848.726150;;;;;;;;;;;0.002606;7.004595;7.001989;-0.000114;0.000372;0.353483
25348.726150;;;;;;;;;;;0.002735;7.004724;7.001989;0.000257;0.000391;0.365777
25848.726150;;;;;;;;;;;0.002722;7.004711;7.001989;-0.000025;0.000389;0.379470
26348.726150;;;;;;;;;;;0.002803;7.004791;7.001989;0.000161;0.000400;0.393134
26848.726150;;;;;;;;;;;0.003059;7.005048;7.001989;0.000513;0.000437;0.406808
27348.726150;;;;;;;;;;;0.003286;7.005275;7.001989;0.000454;0.000469;0.420388
27848.726150;3.000000;7.029718;0.001915;0.000273;0.069190;7.029093;0.063315;-0.000156;0.001912;0.000589;0.003413;7.005402;7.001989;0.000255;0.000487;0.432895
28348.726150;;;;;;;;;;;0.003579;7.005568;7.001989;0.000331;0.000511;0.446380
28848.726150;;;;;;;;;;;0.003706;7.005695;7.001989;0.000255;0.000529;0.461416
29348.726150;;;;;;;;;;;0.003787;7.005776;7.001989;0.000162;0.000541;0.476444
29848.726150;;;;;;;;;;;0.003932;7.005921;7.001989;0.000289;0.000562;0.491450
30348.726150;;;;;;;;;;;0.004049;7.006037;7.001989;0.000233;0.000578;0.506059
30848.726150;;;;;;;;;;;0.004161;7.006150;7.001989;0.000225;0.000594;0.520239
31348.726150;;;;;;;;;;;0.004377;7.006365;7.001989;0.000431;0.000625;0.533949
31848.726150;;;;;;;;;;;0.004644;7.006633;7.001989;0.000535;0.000663;0.549027
32348.726150;;;;;;;;;;;0.004843;7.006832;7.001989;0.000398;0.000692;0.565351
32848.726150;4.000000;7.031286;0.003483;0.000496;0.069288;7.030602;0.069402;-0.000058;0.003421;0.006676;0.005054;7.007043;7.001989;0.000422;0.000722;0.581758
33348.726150;;;;;;;;;;;0.005245;7.007234;7.001989;0.000381;0.000749;0.597268
33848.726150;;;;;;;;;;;0.005422;7.007411;7.001989;0.000355;0.000774;0.613102
34348.726150;;;;;;;;;;;0.005660;7.007649;7.001989;0.000475;0.000808;0.628152
34848.726150;;;;;;;;;;;0.005788;7.007777;7.001989;0.000257;0.000827;0.643213
35348.726150;;;;;;;;;;;0.005777;7.007766;7.001989;-0.000022;0.000825;0.659598
35848.726150;;;;;;;;;;;0.005995;7.007984;7.001989;0.000435;0.000856;0.676004
36348.726150;;;;;;;;;;;0.006191;7.008180;7.001989;0.000392;0.000884;0.692487
36848.726150;;;;;;;;;;;0.006424;7.008413;7.001989;0.000465;0.000917;0.710224
37348.726150;;;;;;;;;;;0.006596;7.008584;7.001989;0.000344;0.000942;0.725347
37848.726150;5.000000;7.033315;0.005511;0.000784;0.068639;7.032636;0.069502;-0.000707;0.005455;0.006776;0.006824;7.008813;7.001989;0.000456;0.000975;0.740328
38348.726150;;;;;;;;;;;0.007035;7.009023;7.001989;0.000422;0.001005;0.758026
38848.726150;;;;;;;;;;;0.007211;7.009200;7.001989;0.000353;0.001030;0.774451
39348.726150;;;;;;;;;;;0.007476;7.009465;7.001989;0.000530;0.001068;0.792228
39848.726150;;;;;;;;;;;0.007640;7.009629;7.001989;0.000329;0.001091;0.809945
40348.726150;;;;;;;;;;;0.007902;7.009890;7.001989;0.000522;0.001128;0.826346
40848.726150;;;;;;;;;;;0.008136;7.010125;7.001989;0.000468;0.001162;0.841461
41348.726150;;;;;;;;;;;0.008204;7.010192;7.001989;0.000136;0.001172;0.857812
41848.726150;;;;;;;;;;;0.008470;7.010459;7.001989;0.000533;0.001210;0.875661
42348.726150;;;;;;;;;;;0.008655;7.010644;7.001989;0.000370;0.001236;0.893413
42848.726150;6.000000;7.035269;0.007465;0.001062;0.068096;7.034596;0.069494;-0.001250;0.007415;0.006768;0.008911;7.010900;7.001989;0.000513;0.001273;0.911164
43348.726150;;;;;;;;;;;0.009222;7.011210;7.001989;0.000620;0.001317;0.927545
43848.726150;;;;;;;;;;;0.009214;7.011203;7.001989;-0.000016;0.001316;0.945122
44348.726150;;;;;;;;;;;0.009563;7.011552;7.001989;0.000699;0.001366;0.961532
44848.726150;;;;;;;;;;;0.009766;7.011754;7.001989;0.000405;0.001395;0.977873
45348.726150;;;;;;;;;;;0.010099;7.012088;7.001989;0.000667;0.001442;0.995653
45848.726150;;;;;;;;;;;0.010239;7.012227;7.001989;0.000279;0.001462;1.013502
46348.726150;;;;;;;;;;;0.010598;7.012587;7.001989;0.000719;0.001514;1.031257
46848.726150;;;;;;;;;;;0.010788;7.012777;7.001989;0.000380;0.001541;1.049114
47348.726150;;;;;;;;;;;0.011014;7.013002;7.001989;0.000451;0.001573;1.064160
47848.726150;7.000000;7.037797;0.009994;0.001422;0.067523;7.037140;0.068463;-0.001823;0.009959;0.005736;0.011381;7.013370;7.001989;0.000734;0.001625;1.081941
48348.726150;;;;;;;;;;;0.011525;7.013513;7.001989;0.000288;0.001646;1.099622
48848.726150;;;;;;;;;;;0.011705;7.013694;7.001989;0.000360;0.001672;1.117411
49348.726150;;;;;;;;;;;0.011858;7.013847;7.001989;0.000307;0.001694;1.136552
49848.726150;;;;;;;;;;;0.012161;7.014150;7.001989;0.000605;0.001737;1.152915
50348.726150;;;;;;;;;;;0.012518;7.014507;7.001989;0.000715;0.001788;1.169273
50848.726150;;;;;;;;;;;0.012791;7.014780;7.001989;0.000546;0.001827;1.185782
51348.726150;;;;;;;;;;;0.013096;7.015085;7.001989;0.000610;0.001870;1.202219
51848.726150;;;;;;;;;;;0.013418;7.015407;7.001989;0.000644;0.001916;1.219959
52348.726150;;;;;;;;;;;0.013672;7.015660;7.001989;0.000507;0.001953;1.237812
52848.726150;8.000000;7.040144;0.012341;0.001756;0.066368;7.039519;0.066283;-0.002978;0.012338;0.003557;0.014063;7.016051;7.001989;0.000782;0.002008;1.255508
53348.726150;;;;;;;;;;;0.014241;7.016230;7.001989;0.000357;0.002034;1.273238
53848.726150;;;;;;;;;;;0.014503;7.016492;7.001989;0.000523;0.002071;1.289609
54348.726150;;;;;;;;;;;0.014737;7.016726;7.001989;0.000469;0.002105;1.306085
54848.726150;;;;;;;;;;;0.015120;7.017108;7.001989;0.000765;0.002159;1.322391
55348.726150;;;;;;;;;;;0.015384;7.017373;7.001989;0.000529;0.002197;1.340172
55848.726150;;;;;;;;;;;0.015729;7.017718;7.001989;0.000690;0.002246;1.356653
56348.726150;;;;;;;;;;;0.016167;7.018156;7.001989;0.000876;0.002309;1.374439
56848.726150;;;;;;;;;;;0.016486;7.018474;7.001989;0.000637;0.002354;1.389692
57348.726150;;;;;;;;;;;0.016855;7.018844;7.001989;0.000739;0.002407;1.404632
57848.726150;9.000000;7.043505;0.015702;0.002234;0.065180;7.042864;0.069133;-0.004166;0.015683;0.006407;0.017228;7.019216;7.001989;0.000745;0.002460;1.420912
58348.726150;;;;;;;;;;;0.017581;7.019569;7.001989;0.000706;0.002511;1.437134
58848.726150;;;;;;;;;;;0.018062;7.020050;7.001989;0.000962;0.002580;1.454928
59348.726150;;;;;;;;;;;0.018491;7.020480;7.001989;0.000858;0.002641;1.470005
59848.726150;;;;;;;;;;;0.018919;7.020908;7.001989;0.000856;0.002702;1.485057
60348.726150;;;;;;;;;;;0.019404;7.021392;7.001989;0.000969;0.002771;1.498631
60848.726150;;;;;;;;;;;0.019824;7.021813;7.001989;0.000840;0.002831;1.512370
61348.726150;;;;;;;;;;;0.020233;7.022222;7.001989;0.000819;0.002890;1.527370
61848.726150;;;;;;;;;;;0.020695;7.022683;7.001989;0.000923;0.002956;1.542451
62348.726150;;;;;;;;;;;0.021133;7.023122;7.001989;0.000877;0.003018;1.557541
62848.726150;10.000000;7.048025;0.020222;0.002877;0.063766;7.047444;0.064235;-0.005580;0.020262;0.001509;0.021719;7.023708;7.001989;0.001171;0.003102;1.569885
63348.726150;;;;;;;;;;;0.022391;7.024380;7.001989;0.001345;0.003198;1.583535
63848.726150;;;;;;;;;;;0.022945;7.024934;7.001989;0.001108;0.003277;1.595634
64348.726150;;;;;;;;;;;0.023447;7.025436;7.001989;0.001003;0.003349;1.607880
64848.726150;;;;;;;;;;;0.024070;7.026059;7.001989;0.001246;0.003438;1.620275
65348.726150;;;;;;;;;;;0.024753;7.026741;7.001989;0.001365;0.003535;1.632526
65848.726150;;;;;;;;;;;0.025419;7.027408;7.001989;0.001333;0.003630;1.644857
66348.726150;;;;;;;;;;;0.026149;7.028138;7.001989;0.001461;0.003735;1.655714
66848.726150;;;;;;;;;;;0.026676;7.028665;7.001989;0.001053;0.003810;1.665335
67348.726150;;;;;;;;;;;0.027586;7.029575;7.001989;0.001820;0.003940;1.676218
67848.726150;11.000000;7.054369;0.026566;0.003780;0.061622;7.053800;0.065047;-0.007724;0.026619;0.002321;0.028307;7.030295;7.001989;0.001442;0.004043;1.687261
68348.726150;;;;;;;;;;;0.029025;7.031013;7.001989;0.001436;0.004145;1.696797
68848.726150;;;;;;;;;;;0.029762;7.031751;7.001989;0.001475;0.004251;1.707751
69348.726150;;;;;;;;;;;0.030485;7.032474;7.001989;0.001445;0.004354;1.715894
69848.726150;;;;;;;;;;;0.031292;7.033280;7.001989;0.001613;0.004469;1.725502
70348.726150;;;;;;;;;;;0.032110;7.034098;7.001989;0.001636;0.004586;1.733266
70848.726150;;;;;;;;;;;0.032772;7.034761;7.001989;0.001324;0.004680;1.741898
71348.726150;;;;;;;;;;;0.033669;7.035658;7.001989;0.001795;0.004809;1.750758
71848.726150;;;;;;;;;;;0.034578;7.036567;7.001989;0.001819;0.004938;1.759782
72348.726150;;;;;;;;;;;0.035466;7.037455;7.001989;0.001775;0.005065;1.767933
72848.726150;12.000000;7.062767;0.034964;0.004975;0.058988;7.062249;0.061944;-0.010358;0.035068;-0.000782;0.036392;7.038381;7.001989;0.001853;0.005197;1.774739
73348.726150;;;;;;;;;;;0.037039;7.039028;7.001989;0.001294;0.005290;1.781583
73848.726150;;;;;;;;;;;0.037992;7.039981;7.001989;0.001905;0.005426;1.788389
74348.726150;;;;;;;;;;;0.039028;7.041017;7.001989;0.002071;0.005574;1.796437
74848.726150;;;;;;;;;;;0.039897;7.041886;7.001989;0.001739;0.005698;1.803508
75348.726150;;;;;;;;;;;0.040837;7.042825;7.001989;0.001878;0.005832;1.810317
75848.726150;;;;;;;;;;;0.041807;7.043796;7.001989;0.001941;0.005971;1.817135
76348.726150;;;;;;;;;;;0.042788;7.044777;7.001989;0.001962;0.006111;1.822586
76848.726150;;;;;;;;;;;0.043626;7.045615;7.001989;0.001676;0.006230;1.828065
77348.726150;;;;;;;;;;;0.044727;7.046716;7.001989;0.002202;0.006388;1.834923
77848.726150;13.000000;7.072323;0.044520;0.006335;0.056582;7.071844;0.059781;-0.012764;0.044663;-0.002945;0.045656;7.047645;7.001989;0.001859;0.006520;1.840348
78348.726150;;;;;;;;;;;0.046634;7.048623;7.001989;0.001955;0.006660;1.847246
78848.726150;;;;;;;;;;;0.047816;7.049805;7.001989;0.002365;0.006829;1.852733
79348.726150;;;;;;;;;;;0.048782;7.050771;7.001989;0.001932;0.006967;1.857066
79848.726150;;;;;;;;;;;0.049663;7.051652;7.001989;0.001762;0.007093;1.862203
80348.726150;;;;;;;;;;;0.050625;7.052613;7.001989;0.001922;0.007230;1.867745
80848.726150;;;;;;;;;;;0.051709;7.053698;7.001989;0.002169;0.007385;1.873165
81348.726150;;;;;;;;;;;0.052736;7.054725;7.001989;0.002053;0.007532;1.878173
81848.726150;;;;;;;;;;;0.053836;7.055825;7.001989;0.002201;0.007689;1.882883
82348.726150;;;;;;;;;;;0.054857;7.056846;7.001989;0.002043;0.007835;1.888244
82848.726150;14.000000;7.082909;0.055106;0.007841;0.054713;7.082433;0.061249;-0.014633;0.055252;-0.001477;0.055864;7.057853;7.001989;0.002014;0.007978;1.892378
83348.726150;;;;;;;;;;;0.056919;7.058908;7.001989;0.002109;0.008129;1.895895
83848.726150;;;;;;;;;;;0.057860;7.059849;7.001989;0.001883;0.008263;1.900530
84348.726150;;;;;;;;;;;0.058960;7.060949;7.001989;0.002198;0.008420;1.906013
84848.726150;;;;;;;;;;;0.059965;7.061954;7.001989;0.002011;0.008564;1.910156
85348.726150;;;;;;;;;;;0.061138;7.063127;7.001989;0.002346;0.008732;1.914238
85848.726150;;;;;;;;;;;0.062267;7.064256;7.001989;0.002258;0.008893;1.918344
86348.726150;;;;;;;;;;;0.063206;7.065195;7.001989;0.001877;0.009027;1.921122
86848.726150;;;;;;;;;;;0.064275;7.066264;7.001989;0.002139;0.009180;1.926527
87348.726150;;;;;;;;;;;0.065347;7.067336;7.001989;0.002143;0.009333;1.930641
87848.726150;15.000000;7.093847;0.066044;0.009397;0.053363;7.093430;0.055415;-0.015983;0.066249;-0.007311;0.066461;7.068450;7.001989;0.002228;0.009492;1.934720
88348.726150;;;;;;;;;;;0.067736;7.069724;7.001989;0.002550;0.009674;1.938755
88848.726150;;;;;;;;;;;0.068726;7.070715;7.001989;0.001981;0.009815;1.941496
89348.726150;;;;;;;;;;;0.069843;7.071832;7.001989;0.002232;0.009975;1.945636
89848.726150;;;;;;;;;;;0.070738;7.072726;7.001989;0.001790;0.010102;1.948038
90348.726150;;;;;;;;;;;0.071903;7.073892;7.001989;0.002331;0.010269;1.952428
90848.726150;;;;;;;;;;;0.073077;7.075066;7.001989;0.002348;0.010437;1.955197
91348.726150;;;;;;;;;;;0.074291;7.076281;7.001989;0.002428;0.010610;1.960668
91848.726150;;;;;;;;;;;0.075358;7.077347;7.001989;0.002133;0.010762;1.963377
92348.726150;;;;;;;;;;;0.076442;7.078431;7.001989;0.002167;0.010917;1.966069
92848.726150;16.000000;7.105050;0.077247;0.010992;0.051980;7.104638;0.056111;-0.017366;0.077457;-0.006615;0.077508;7.079497;7.001989;0.002132;0.011069;1.968865
93348.726150;;;;;;;;;;;0.078665;7.080654;7.001989;0.002314;0.011235;1.971607
93848.726150;;;;;;;;;;;0.079788;7.081777;7.001989;0.002247;0.011395;1.975734
94348.726150;;;;;;;;;;;0.080979;7.082968;7.001989;0.002382;0.011565;1.978419
94848.726150;;;;;;;;;;;0.082174;7.084163;7.001989;0.002389;0.011736;1.982522
95348.726150;;;;;;;;;;;0.083311;7.085300;7.001989;0.002274;0.011898;1.985280
95848.726150;;;;;;;;;;;0.084504;7.086493;7.001989;0.002387;0.012069;1.987973
96348.726150;;;;;;;;;;;0.085426;7.087415;7.001989;0.001843;0.012200;1.989344
96848.726150;;;;;;;;;;;0.086638;7.088627;7.001989;0.002424;0.012373;1.993423
97348.726150;;;;;;;;;;;0.087888;7.089877;7.001989;0.002501;0.012552;1.996224
97848.726150;17.000000;7.116816;0.089013;0.012666;0.051056;7.116430;0.053737;-0.018290;0.089249;-0.008989;0.089090;7.091079;7.001989;0.002404;0.012724;2.000266
98348.726150;;;;;;;;;;;0.090229;7.092218;7.001989;0.002278;0.012886;2.003051
98848.726150;;;;;;;;;;;0.091334;7.093323;7.001989;0.002211;0.013044;2.004554
99348.726150;;;;;;;;;;;0.092417;7.094406;7.001989;0.002165;0.013199;2.007128
99848.726150;;;;;;;;;;;0.093401;7.095390;7.001989;0.001968;0.013339;2.009853
100348.726150;;;;;;;;;;;0.094689;7.096677;7.001989;0.002575;0.013523;2.012606
100848.726150;;;;;;;;;;;0.095938;7.097927;7.001989;0.002499;0.013702;2.015378
101348.726150;;;;;;;;;;;0.097100;7.099089;7.001989;0.002324;0.013867;2.018122
101848.726150;;;;;;;;;;;0.098305;7.100294;7.001989;0.002409;0.014040;2.020834
102348.726150;;;;;;;;;;;0.099359;7.101348;7.001989;0.002108;0.014190;2.022218
102848.726150;18.000000;7.128837;0.101034;0.014376;0.050255;7.128474;0.051445;-0.019091;0.101293;-0.011281;0.100462;7.102451;7.001989;0.002206;0.014348;2.024857
103348.726150;;;;;;;;;;;0.101693;7.103682;7.001989;0.002462;0.014523;2.027671
103848.726150;;;;;;;;;;;0.102809;7.104797;7.001989;0.002231;0.014683;2.030376
104348.726150;;;;;;;;;;;0.104059;7.106048;7.001989;0.002501;0.014861;2.033160
104848.726150;;;;;;;;;;;0.105290;7.107279;7.001989;0.002462;0.015037;2.035841
105348.726150;;;;;;;;;;;0.106403;7.108392;7.001989;0.002226;0.015196;2.037217
105848.726150;;;;;;;;;;;0.107555;7.109544;7.001989;0.002304;0.015361;2.038582
106348.726150;;;;;;;;;;;0.108776;7.110765;7.001989;0.002442;0.015535;2.041312
106848.726150;;;;;;;;;;;0.109918;7.111907;7.001989;0.002284;0.015698;2.044030
107348.726150;;;;;;;;;;;0.111143;7.113131;7.001989;0.002448;0.015873;2.046753
107848.726150;19.000000;7.141016;0.113213;0.016109;0.050012;7.140690;0.046442;-0.019334;0.113509;-0.016284;0.112296;7.114284;7.001989;0.002306;0.016038;2.049549
108348.726150;;;;;;;;;;;0.113567;7.115556;7.001989;0.002543;0.016219;2.050894
108848.726150;;;;;;;;;;;0.114713;7.116702;7.001989;0.002293;0.016383;2.052246
109348.726150;;;;;;;;;;;0.115825;7.117814;7.001989;0.002223;0.016542;2.053610
109848.726150;;;;;;;;;;;0.117172;7.119161;7.001989;0.002695;0.016734;2.056359
110348.726150;;;;;;;;;;;0.118208;7.120196;7.001989;0.002070;0.016882;2.059145
110848.726150;;;;;;;;;;;0.119459;7.121448;7.001989;0.002503;0.017061;2.061866
111348.726150;;;;;;;;;;;0.120670;7.122659;7.001989;0.002421;0.017234;2.063213
111848.726150;;;;;;;;;;;0.121918;7.123907;7.001989;0.002497;0.017412;2.064601
112348.726150;;;;;;;;;;;0.123118;7.125106;7.001989;0.002400;0.017583;2.065921
112848.726150;20.000000;7.153291;0.125488;0.017856;0.049302;7.152980;0.044889;-0.020044;0.125799;-0.017837;0.124232;7.126221;7.001989;0.002228;0.017742;2.068711
113348.726150;;;;;;;;;;;0.125396;7.127384;7.001989;0.002327;0.017909;2.070095
113848.726150;;;;;;;;;;;0.126569;7.128558;7.001989;0.002347;0.018076;2.072791
114348.726150;;;;;;;;;;;0.127921;7.129910;7.001989;0.002704;0.018269;2.075526
114848.726150;;;;;;;;;;;0.129204;7.131193;7.001989;0.002566;0.018453;2.075490
115348.726150;;;;;;;;;;;0.130297;7.132286;7.001989;0.002185;0.018609;2.078295
115848.726150;;;;;;;;;;;0.131536;7.133525;7.001989;0.002478;0.018786;2.078246
116348.726150;;;;;;;;;;;0.132699;7.134688;7.001989;0.002327;0.018952;2.081027
116848.726150;;;;;;;;;;;0.133868;7.135857;7.001989;0.002337;0.019119;2.083749
117348.726150;;;;;;;;;;;0.135141;7.137130;7.001989;0.002546;0.019300;2.086488
117848.726150;21.000000;7.165809;0.138006;0.019637;0.048954;7.165520;0.041923;-0.020392;0.138338;-0.020804;0.136463;7.138452;7.001989;0.002645;0.019489;2.086479
118348.726150;;;;;;;;;;;0.137667;7.139656;7.001989;0.002408;0.019661;2.087819
118848.726150;;;;;;;;;;;0.138902;7.140891;7.001989;0.002469;0.019838;2.089218
119348.726150;;;;;;;;;;;0.140007;7.141995;7.001989;0.002209;0.019995;2.090544
119848.726150;;;;;;;;;;;0.141235;7.143224;7.001989;0.002457;0.020171;2.091918
120348.726150;;;;;;;;;;;0.142576;7.144565;7.001989;0.002683;0.020362;2.094702
120848.726150;;;;;;;;;;;0.143831;7.145820;7.001989;0.002510;0.020542;2.097420
121348.726150;;;;;;;;;;;0.145065;7.147053;7.001989;0.002466;0.020718;2.097414
121848.726150;;;;;;;;;;;0.146385;7.148373;7.001989;0.002640;0.020906;2.098764
122348.726150;;;;;;;;;;;0.147437;7.149426;7.001989;0.002106;0.021057;2.100111
122848.726150;22.000000;7.178204;0.150401;0.021401;0.048640;7.177928;0.040011;-0.020706;0.150747;-0.022716;0.148747;7.150735;7.001989;0.002618;0.021243;2.101410
123348.726150;;;;;;;;;;;0.149948;7.151936;7.001989;0.002402;0.021415;2.104198
123848.726150;;;;;;;;;;;0.151169;7.153157;7.001989;0.002442;0.021589;2.105578
124348.726150;;;;;;;;;;;0.152610;7.154599;7.001989;0.002883;0.021795;2.106935
124848.726150;;;;;;;;;;;0.153797;7.155786;7.001989;0.002373;0.021965;2.108268
125348.726150;;;;;;;;;;;0.155059;7.157048;7.001989;0.002525;0.022145;2.109624
125848.726150;;;;;;;;;;;0.156186;7.158175;7.001989;0.002254;0.022306;2.110979
126348.726150;;;;;;;;;;;0.157420;7.159408;7.001989;0.002467;0.022482;2.112397
126848.726150;;;;;;;;;;;0.158750;7.160739;7.001989;0.002661;0.022672;2.113747
127348.726150;;;;;;;;;;;0.160073;7.162062;7.001989;0.002646;0.022861;2.115074
127848.726150;23.000000;7.190995;0.163192;0.023221;0.048454;7.190731;0.038098;-0.020892;0.163550;-0.024628;0.161375;7.163364;7.001989;0.002604;0.023047;2.116439
128348.726150;;;;;;;;;;;0.162582;7.164570;7.001989;0.002413;0.023219;2.117829
128848.726150;;;;;;;;;;;0.163759;7.165748;7.001989;0.002355;0.023388;2.117834
129348.726150;;;;;;;;;;;0.164944;7.166933;7.001989;0.002370;0.023557;2.119225
129848.726150;;;;;;;;;;;0.166171;7.168160;7.001989;0.002454;0.023732;2.122001
130348.726150;;;;;;;;;;;0.167445;7.169434;7.001989;0.002547;0.023914;2.123372
130848.726150;;;;;;;;;;;0.168836;7.170825;7.001989;0.002781;0.024113;2.124695
131348.726150;;;;;;;;;;;0.170038;7.172027;7.001989;0.002405;0.024284;2.124747
131848.726150;;;;;;;;;;;0.171295;7.173284;7.001989;0.002513;0.024464;2.126137
132348.726150;;;;;;;;;;;0.172637;7.174625;7.001989;0.002683;0.024655;2.127507
132848.726150;24.000000;7.203779;0.175976;0.025040;0.048238;7.203539;0.033618;-0.021108;0.176358;-0.029108;0.173773;7.175761;7.001989;0.002272;0.024818;2.128839
133348.726150;;;;;;;;;;;0.175002;7.176991;7.001989;0.002460;0.024993;2.130182
133848.726150;;;;;;;;;;;0.176386;7.178375;7.001989;0.002768;0.025191;2.132926
134348.726150;;;;;;;;;;;0.177702;7.179691;7.001989;0.002632;0.025379;2.132895
134848.726150;;;;;;;;;;;0.178962;7.180951;7.001989;0.002520;0.025559;2.132892
135348.726150;;;;;;;;;;;0.180102;7.182091;7.001989;0.002280;0.025722;2.134293
135848.726150;;;;;;;;;;;0.181336;7.183325;7.001989;0.002468;0.025898;2.135639
136348.726150;;;;;;;;;;;0.182643;7.184631;7.001989;0.002613;0.026084;2.136989
