Coordinates.Image X [Pixel],Coordinates.Image Y [Pixel],coor.X [mm],coor.Y [mm],coor.Z [mm],disp.Horizontal Displacement U [mm],disp.Vertical Displacement V [mm],disp.Out-Of-Plane: W [mm],disp.Displacement Magnitude [mm],strain.Strain-global frame: Exx [ ],strain.Strain-global frame: Eyy [ ],strain.Strain-global frame: Exy [ ],strain.Maximum Principal Strain: EI [ ],strain.Minimum Principal Strain: EII [ ],strain.Shear Angle Gamma [deg],strain.Von Mises Equivalent Strain [ ],ext.Current Image [#],ext.Time [s],ext.Force [N]
1121,1295,-7.16725E-001,7.75578E-001,4.52675E-003,1.28618E-002,-1.15907E-002,4.07215E-003,1.77863E-002,-2.61671E-004,2.83458E-005,-5.05539E-005,3.69054E-005,-2.70231E-004,-8.03900E+001,2.93061E-004,7,6.99997E+000,3.20280E-001
1181,1610,4.74367E-001,6.71404E+000,-2.56821E-004,1.29178E-002,-1.10700E-002,1.07258E-003,1.70459E-002,7.69759E-005,-1.31936E-005,5.54872E-006,7.73160E-005,-1.35337E-005,3.50814E+000,8.25797E-005,7,6.99997E+000,3.20280E-001
1136,755,-5.31977E-001,-9.37909E+000,6.11154E-004,1.32427E-002,-1.16414E-002,2.55216E-003,1.78158E-002,-1.02688E-004,2.24211E-005,-1.54769E-005,2.43073E-005,-1.04574E-004,-8.30516E+001,1.09452E-004,7,6.99997E+000,3.20280E-001
1091,1265,-1.28341E+000,2.12704E-001,4.21499E-002,1.40211E-002,-1.16001E-002,8.62767E-003,2.01393E-002,-4.66270E-004,3.38687E-005,-1.12292E-004,5.79239E-005,-4.90325E-004,-7.79089E+001,5.35876E-004,7,6.99997E+000,3.20280E-001
1151,860,-2.29626E-001,-7.40683E+000,1.54770E-003,1.34674E-002,-1.17334E-002,2.36655E-003,1.80179E-002,-9.99635E-006,6.00005E-005,-1.89740E-005,6.48129E-005,-1.48088E-005,-7.57681E+001,6.79236E-005,7,6.99997E+000,3.20280E-001
1226,1130,1.23560E+000,-2.32896E+000,8.74596E-003,1.29916E-002,-1.08412E-002,6.27078E-003,1.80454E-002,3.68490E-004,1.28823E-004,-7.25262E-006,3.68709E-004,1.28604E-004,-1.73173E+000,5.16273E-004,7,6.99997E+000,3.20280E-001
1136,1115,-4.66022E-001,-2.61324E+000,-1.21643E-003,1.34510E-002,-1.21767E-002,-4.64859E-004,1.81499E-002,-2.10558E-004,-4.44198E-005,-2.47739E-005,-4.08042E-005,-2.14173E-004,-8.16969E+001,2.73920E-004,7,6.99997E+000,3.20280E-001
1061,725,-1.94926E+000,-9.93969E+000,8.39491E-003,1.42908E-002,-1.13831E-002,5.63251E-003,1.91188E-002,-2.62748E-004,-2.36637E-005,-1.54446E-005,-2.26701E-005,-2.63742E-004,-8.63191E+001,3.18440E-004,7,6.99997E+000,3.20280E-001
1076,1760,-1.48360E+000,9.54038E+000,1.04957E-002,1.21602E-002,-9.88718E-003,1.71483E-002,2.32312E-002,-2.10205E-004,-3.94795E-005,-9.54119E-005,3.18208E-006,-2.52866E-004,-6.59091E+001,2.90165E-004,7,6.99997E+000,3.20280E-001
1121,1010,-7.68179E-001,-4.58658E+000,7.52560E-003,1.34551E-002,-1.10130E-002,8.67157E-003,1.94299E-002,-2.88868E-004,1.51040E-005,-1.96899E-005,1.63741E-005,-2.90138E-004,-8.63092E+001,3.25980E-004,7,6.99997E+000,3.20280E-001
1136,890,-5.05762E-001,-6.84338E+000,-1.67736E-003,1.43168E-002,-1.21182E-002,-4.59849E-003,1.93124E-002,-4.03885E-005,2.84288E-005,-2.72794E-005,3.79305E-005,-4.98902E-005,-7.07962E+001,5.20947E-005,7,6.99997E+000,3.20280E-001
1136,1580,-3.81309E-001,6.14611E+000,1.10041E-003,1.29966E-002,-1.15587E-002,1.49020E-003,1.74567E-002,1.15969E-005,2.45329E-005,3.36157E-006,2.53543E-005,1.07755E-005,7.62690E+001,3.70973E-005,7,6.99997E+000,3.20280E-001
1256,1670,1.90344E+000,7.84777E+000,-5.89389E-003,1.29389E-002,-1.21251E-002,-2.77946E-003,1.79488E-002,-1.06330E-004,1.45749E-005,-2.88484E-005,2.11055E-005,-1.12861E-004,-7.72446E+001,1.20006E-004,7,6.99997E+000,3.20280E-001
1226,1430,1.29159E+000,3.32157E+000,5.19532E-003,1.25565E-002,-1.14739E-002,6.47089E-004,1.70215E-002,1.66416E-004,5.03284E-005,4.52342E-005,1.81960E-004,3.47840E-005,1.89649E+001,2.32805E-004,7,6.99997E+000,3.20280E-001
1106,1715,-9.23642E-001,8.69228E+000,4.12729E-003,1.29124E-002,-1.08039E-002,5.72381E-003,1.77825E-002,-6.08273E-005,-2.35847E-005,-5.53896E-005,1.62300E-005,-1.00642E-004,-5.42910E+001,1.08067E-004,7,6.99997E+000,3.20280E-001
1121,1445,-6.89187E-001,3.60066E+000,3.23632E-003,1.31917E-002,-1.13524E-002,3.99963E-003,1.78576E-002,-3.19393E-005,-1.18428E-006,-4.97137E-005,3.54759E-005,-6.85995E-005,-5.35940E+001,6.86129E-005,7,6.99997E+000,3.20280E-001
1106,1100,-1.03643E+000,-2.89489E+000,-7.54236E-004,1.23850E-002,-1.15287E-002,5.11510E-003,1.76766E-002,-3.37281E-004,-5.17211E-005,-4.75896E-005,-4.39989E-005,-3.45003E-004,-8.07832E+001,4.26056E-004,7,6.99997E+000,3.20280E-001
1181,1205,3.99568E-001,-9.18511E-001,3.80744E-003,1.29877E-002,-1.16629E-002,3.58909E-003,1.78209E-002,-1.71191E-005,-1.86863E-006,8.29910E-005,7.38467E-005,-9.28345E-005,4.76248E+001,9.80888E-005,7,6.99997E+000,3.20280E-001
1091,1685,-1.21338E+000,8.12508E+000,3.98536E-003,1.23984E-002,-1.07446E-002,8.85137E-003,1.86417E-002,-7.18761E-005,-2.90765E-006,-4.06597E-005,1.59220E-005,-9.07058E-005,-6.51509E+001,9.68630E-005,7,6.99997E+000,3.20280E-001
1136,770,-5.28294E-001,-9.09713E+000,2.99669E-004,1.39582E-002,-1.16684E-002,2.23285E-004,1.81943E-002,-9.23878E-005,2.97057E-005,-1.35703E-005,3.11958E-005,-9.38779E-005,-8.37336E+001,9.56218E-005,7,6.99997E+000,3.20280E-001
1226,1325,1.27220E+000,1.34153E+000,2.46395E-003,1.30943E-002,-1.19362E-002,-1.10452E-004,1.77185E-002,-2.84402E-004,-4.14012E-005,7.39807E-005,-2.06501E-005,-3.05153E-004,7.43315E+001,3.64867E-004,7,6.99997E+000,3.20280E-001
1076,1505,-1.52526E+000,4.73149E+000,5.23289E-003,1.46661E-002,-1.16902E-002,-4.68917E-003,1.93324E-002,-3.13509E-005,-1.89108E-005,-3.58931E-005,1.12972E-005,-6.15589E-005,-4.99157E+001,6.55407E-005,7,6.99997E+000,3.20280E-001
1181,695,3.05655E-001,-1.05071E+001,1.38519E-003,1.33429E-002,-1.17346E-002,2.68006E-003,1.79699E-002,-2.63445E-005,-5.17237E-005,-3.13193E-005,-5.24174E-006,-7.28265E-005,-3.39719E+001,8.72767E-005,7,6.99997E+000,3.20280E-001
1076,1625,-1.50699E+000,6.99229E+000,-5.89661E-003,1.27552E-002,-1.18002E-002,-2.88253E-003,1.76139E-002,-8.03288E-005,4.39968E-005,-4.96055E-005,6.13634E-005,-9.76954E-005,-7.07052E+001,9.87585E-005,7,6.99997E+000,3.20280E-001
1106,800,-1.08891E+000,-8.53313E+000,-2.40671E-003,1.37664E-002,-1.15549E-002,1.99793E-004,1.79742E-002,-1.46306E-004,3.09398E-005,-1.17378E-006,3.09475E-005,-1.46314E-004,-8.96206E+001,1.54218E-004,7,6.99997E+000,3.20280E-001
1151,950,-2.13772E-001,-5.71542E+000,2.17660E-003,1.27290E-002,-1.19295E-002,1.91070E-003,1.75497E-002,-4.89440E-005,1.73350E-005,-4.33771E-005,3.87830E-005,-7.03920E-005,-6.36897E+001,7.05137E-005,7,6.99997E+000,3.20280E-001
1211,875,9.04647E-001,-7.12622E+000,4.04022E-003,1.29394E-002,-1.15735E-002,3.36106E-003,1.76825E-002,1.62385E-004,6.93193E-006,-6.16366E-005,1.83858E-004,-1.45407E-005,-1.92071E+001,2.04423E-004,7,6.99997E+000,3.20280E-001
1136,1010,-4.85042E-001,-4.58739E+000,1.72078E-004,1.36888E-002,-1.15155E-002,1.75608E-003,1.79743E-002,-1.55211E-004,1.22974E-005,-4.93561E-005,2.57584E-005,-1.68672E-004,-7.47447E+001,1.81729E-004,7,6.99997E+000,3.20280E-001
1196,1550,7.46308E-001,5.58255E+000,2.81151E-003,1.23734E-002,-1.13662E-002,2.89277E-003,1.70487E-002,4.39004E-005,-1.31612E-008,7.62609E-006,4.51870E-005,-1.29982E-006,9.57665E+000,5.14434E-005,7,6.99997E+000,3.20280E-001
1196,1475,7.32929E-001,4.16925E+000,5.57106E-003,1.29627E-002,-1.07937E-002,5.73088E-003,1.78151E-002,9.61677E-005,4.38686E-005,2.01241E-005,1.03015E-004,3.70215E-005,1.87906E+001,1.45127E-004,7,6.99997E+000,3.20280E-001
1136,1295,-4.32447E-001,7.74997E-001,-3.18379E-003,1.38122E-002,-1.23515E-002,-5.05963E-003,1.92077E-002,-2.29310E-004,2.39249E-005,-1.62796E-005,2.49671E-005,-2.30353E-004,-8.63368E+001,2.52810E-004,7,6.99997E+000,3.20280E-001
1121,725,-8.20101E-001,-9.94127E+000,4.85322E-003,1.29945E-002,-1.14116E-002,4.01569E-003,1.77541E-002,-1.09559E-004,-8.56179E-006,-5.24562E-006,-8.29007E-006,-1.09831E-004,-8.70348E+001,1.31869E-004,7,6.99997E+000,3.20280E-001
1151,1010,-2.02915E-001,-4.58743E+000,3.58473E-003,1.27541E-002,-1.16129E-002,4.56435E-003,1.78427E-002,-2.16380E-005,1.12631E-005,-7.28125E-005,6.94603E-005,-7.98352E-005,-5.13656E+001,8.68179E-005,7,6.99997E+000,3.20280E-001
1106,1685,-9.28453E-001,8.12494E+000,-1.22814E-003,1.38052E-002,-1.18452E-002,2.40476E-003,1.83487E-002,-4.34893E-005,2.04299E-006,-4.31726E-005,2.80844E-005,-6.95306E-005,-5.89020E+001,6.99573E-005,7,6.99997E+000,3.20280E-001
1226,1145,1.23965E+000,-2.04731E+000,1.13161E-002,1.36125E-002,-1.19238E-002,3.59546E-003,1.84501E-002,3.51844E-004,1.31137E-004,1.44698E-005,3.52788E-004,1.30192E-004,3.73506E+000,4.99786E-004,7,6.99997E+000,3.20280E-001
1151,890,-2.24769E-001,-6.84267E+000,6.85636E-003,1.25195E-002,-1.10871E-002,4.90068E-003,1.74264E-002,-1.87873E-006,2.24149E-005,-3.79169E-005,5.00830E-005,-2.95469E-005,-5.38815E+001,5.03525E-005,7,6.99997E+000,3.20280E-001
1151,1580,-9.85882E-002,6.14704E+000,4.31953E-003,1.23335E-002,-1.11561E-002,4.84834E-003,1.73228E-002,2.91394E-005,1.63815E-005,2.68863E-006,2.96829E-005,1.58381E-005,1.14274E+001,4.62174E-005,7,6.99997E+000,3.20280E-001
1271,1670,2.18792E+000,7.84969E+000,4.74259E-003,1.32594E-002,-1.11503E-002,4.16128E-003,1.78173E-002,-3.33462E-004,-3.28093E-005,3.10061E-005,-2.96449E-005,-3.36626E-004,8.41728E+001,4.06899E-004,7,6.99997E+000,3.20280E-001
1196,695,5.88755E-001,-1.05081E+001,-2.63764E-004,1.37811E-002,-1.19073E-002,2.61567E-003,1.83996E-002,-1.11055E-005,-5.39935E-005,-4.21875E-005,1.47752E-005,-7.98742E-005,-3.15278E+001,8.49944E-005,7,6.99997E+000,3.20280E-001
1136,1130,-4.62900E-001,-2.33048E+000,2.86311E-003,1.35496E-002,-1.18119E-002,1.18158E-003,1.80141E-002,-2.08116E-004,-2.16547E-005,-1.44415E-005,-2.05428E-005,-2.09228E-004,-8.55974E+001,2.54287E-004,7,6.99997E+000,3.20280E-001
1166,950,7.01357E-002,-5.71535E+000,3.57311E-003,1.34812E-002,-1.15957E-002,1.77297E-003,1.78703E-002,4.05819E-005,1.20725E-005,-5.84542E-005,8.64944E-005,-3.38400E-005,-3.81476E+001,8.71738E-005,7,6.99997E+000,3.20280E-001
1226,1745,1.34962E+000,9.26367E+000,1.82827E-003,1.21810E-002,-1.12116E-002,3.32442E-003,1.68858E-002,-2.02144E-004,1.37196E-004,1.63175E-005,1.37978E-004,-2.02927E-004,8.72533E+001,2.07261E-004,7,6.99997E+000,3.20280E-001
1181,845,3.32794E-001,-7.68963E+000,-4.13291E-003,1.30505E-002,-1.20946E-002,-1.12743E-003,1.78288E-002,5.96598E-005,5.40112E-005,-3.86533E-005,9.55919E-005,1.80792E-005,-4.29105E+001,1.22163E-004,7,6.99997E+000,3.20280E-001
1076,740,-1.66648E+000,-9.65959E+000,-7.13962E-003,1.28732E-002,-1.19931E-002,-2.28495E-004,1.75956E-002,-2.24459E-004,9.12921E-007,-1.99229E-006,9.30532E-007,-2.24476E-004,-8.94936E+001,2.58668E-004,7,6.99997E+000,3.20280E-001
1121,1160,-7.40886E-001,-1.76537E+000,6.29502E-003,1.30798E-002,-1.12961E-002,4.01903E-003,1.77437E-002,-3.80271E-004,-2.81412E-005,1.62115E-005,-2.73965E-005,-3.81016E-004,8.73696E+001,4.56599E-004,7,6.99997E+000,3.20280E-001
1211,1550,1.03107E+000,5.58327E+000,3.52629E-003,1.34331E-002,-1.12559E-002,1.98230E-003,1.76372E-002,4.18531E-005,-7.31600E-006,1.57894E-005,4.64868E-005,-1.19497E-005,1.63553E+001,4.82813E-005,7,6.99997E+000,3.20280E-001
1196,1610,7.58007E-001,6.71405E+000,-1.70266E-003,1.30552E-002,-1.15616E-002,-2.47178E-004,1.74405E-002,1.06308E-004,-2.00048E-005,-6.09804E-007,1.06311E-004,-2.00078E-005,-2.76599E-001,1.12992E-004,7,6.99997E+000,3.20280E-001
1121,1685,-6.46833E-001,8.12628E+000,5.81833E-004,1.22732E-002,-1.11736E-002,6.44381E-003,1.78046E-002,-1.74856E-005,1.06262E-007,-3.66855E-005,2.90356E-005,-4.64150E-005,-5.17415E+001,4.69003E-005,7,6.99997E+000,3.20280E-001
1226,875,1.18800E+000,-7.12641E+000,3.51780E-003,1.32380E-002,-1.11774E-002,2.82647E-003,1.75547E-002,1.56747E-004,-8.53420E-006,-6.23212E-005,1.77612E-004,-2.93992E-005,-1.85104E+001,1.90399E-004,7,6.99997E+000,3.20280E-001
1166,1325,1.38729E-001,1.34166E+000,7.36502E-003,1.29714E-002,-1.13430E-002,5.03487E-003,1.79519E-002,-1.88723E-004,4.28440E-005,-3.48933E-005,4.79876E-005,-1.93866E-004,-8.16145E+001,2.01936E-004,7,6.99997E+000,3.20280E-001
1211,1445,1.01071E+000,3.60413E+000,1.05209E-002,1.25966E-002,-1.08715E-002,8.19547E-003,1.85480E-002,1.46060E-004,4.71677E-005,1.92416E-005,1.49672E-004,4.35558E-005,1.06315E+001,2.02708E-004,7,6.99997E+000,3.20280E-001
1121,1025,-7.65286E-001,-4.30552E+000,2.91824E-005,1.36177E-002,-1.18860E-002,1.11940E-003,1.81100E-002,-2.53246E-004,6.64310E-006,-4.30134E-005,1.35771E-005,-2.60180E-004,-8.08424E+001,2.92907E-004,7,6.99997E+000,3.20280E-001
1106,1115,-1.03257E+000,-2.61234E+000,2.36800E-003,1.30293E-002,-1.15619E-002,3.99489E-003,1.78718E-002,-4.09329E-004,-5.29388E-005,-2.75152E-005,-5.08270E-005,-4.11441E-004,-8.56111E+001,5.06990E-004,7,6.99997E+000,3.20280E-001
1091,1625,-1.22367E+000,6.99377E+000,7.13177E-003,1.25727E-002,-1.09185E-002,8.40300E-003,1.86520E-002,-1.16555E-004,3.56129E-005,-2.22526E-005,3.88003E-005,-1.19742E-004,-8.18486E+001,1.22189E-004,7,6.99997E+000,3.20280E-001
1136,1145,-4.60222E-001,-2.04702E+000,8.79255E-003,1.32117E-002,-1.13762E-002,4.83599E-003,1.80929E-002,-2.33118E-004,-3.08724E-005,1.10018E-005,-3.02757E-005,-2.33715E-004,8.68954E+001,2.88941E-004,7,6.99997E+000,3.20280E-001
1166,1010,8.06547E-002,-4.58693E+000,6.80836E-003,1.29343E-002,-1.13798E-002,4.69157E-003,1.78552E-002,1.11982E-004,1.20107E-005,-9.00546E-005,1.64993E-004,-4.10008E-005,-3.04836E+001,1.71810E-004,7,6.99997E+000,3.20280E-001
1136,1355,-4.23025E-001,1.90613E+000,3.73990E-003,1.25751E-002,-1.09891E-002,4.62671E-003,1.73292E-002,-1.66822E-004,3.66671E-005,-7.05468E-005,5.87321E-005,-1.88887E-004,-7.26319E+001,1.93336E-004,7,6.99997E+000,3.20280E-001
1226,1160,1.24163E+000,-1.76515E+000,5.36029E-003,1.36096E-002,-1.14620E-002,4.51144E-003,1.83562E-002,3.33799E-004,9.86230E-005,5.94155E-005,3.47957E-004,8.44645E-005,1.34034E+001,4.58401E-004,7,6.99997E+000,3.20280E-001
1136,725,-5.35596E-001,-9.94338E+000,-5.62719E-003,1.47055E-002,-1.30584E-002,-6.86829E-003,2.08314E-002,-9.15413E-005,-7.16415E-006,-1.08532E-005,-5.79050E-006,-9.29150E-005,-8.27866E+001,1.10784E-004,7,6.99997E+000,3.20280E-001
1211,1475,1.01606E+000,4.16929E+000,7.68624E-003,1.24023E-002,-1.11615E-002,5.79640E-003,1.76634E-002,1.19931E-004,4.92658E-005,2.56073E-005,1.28235E-004,4.09622E-005,1.79663E+001,1.76540E-004,7,6.99997E+000,3.20280E-001
1196,1295,6.99154E-001,7.77375E-001,5.72730E-003,1.23498E-002,-1.11155E-002,3.22515E-003,1.69255E-002,-1.01752E-004,-6.92446E-006,5.17098E-005,1.58184E-005,-1.24495E-004,6.62592E+001,1.35548E-004,7,6.99997E+000,3.20280E-001
1121,1715,-6.40960E-001,8.69228E+000,1.14577E-003,1.25223E-002,-1.11877E-002,5.81158E-003,1.77692E-002,-3.19345E-005,-1.98977E-005,-4.79249E-005,2.23852E-005,-7.42175E-005,-4.85789E+001,7.61398E-005,7,6.99997E+000,3.20280E-001
1181,1460,4.46497E-001,3.88569E+000,7.73040E-003,1.26605E-002,-1.10575E-002,7.23686E-003,1.83010E-002,9.33479E-005,4.26582E-005,1.65439E-006,9.34018E-005,4.26042E-005,1.86735E+000,1.39132E-004,7,6.99997E+000,3.20280E-001
1091,740,-1.38333E+000,-9.65960E+000,-2.32155E-003,1.32456E-002,-1.17861E-002,3.57299E-003,1.80866E-002,-1.01224E-004,-8.64775E-006,5.23270E-006,-8.35292E-006,-1.01519E-004,8.67752E+001,1.22332E-004,7,6.99997E+000,3.20280E-001
1151,1355,-1.38398E-001,1.90596E+000,7.32190E-003,1.33568E-002,-1.14417E-002,2.97176E-003,1.78367E-002,-1.28206E-004,3.22704E-005,-6.19480E-005,5.34015E-005,-1.49337E-004,-7.11650E+001,1.51343E-004,7,6.99997E+000,3.20280E-001
1196,1205,6.82926E-001,-9.18757E-001,-3.11278E-003,1.34678E-002,-1.16696E-002,-3.82851E-004,1.78243E-002,7.91061E-005,-1.01945E-006,7.41955E-005,1.23364E-004,-4.52775E-005,3.08163E+001,1.24810E-004,7,6.99997E+000,3.20280E-001
1151,665,-2.65283E-001,-1.10690E+001,1.00869E-003,1.35870E-002,-1.16172E-002,3.13389E-003,1.81490E-002,6.85262E-005,-1.37580E-004,-4.29230E-005,7.71079E-005,-1.46161E-004,-1.13062E+001,1.46235E-004,7,6.99997E+000,3.20280E-001
1106,1265,-1.00481E+000,2.10032E-001,-2.70718E-003,1.35975E-002,-1.18118E-002,-1.07856E-003,1.80436E-002,-4.04597E-004,3.19475E-005,-7.11709E-005,4.32576E-005,-4.15907E-004,-8.09703E+001,4.57324E-004,7,6.99997E+000,3.20280E-001
1091,1760,-1.19951E+000,9.53946E+000,-5.00890E-003,1.28666E-002,-1.15953E-002,1.77093E-003,1.74108E-002,-1.55191E-004,-5.06313E-005,-8.06446E-005,-6.80311E-006,-1.99019E-004,-6.14771E+001,2.33834E-004,7,6.99997E+000,3.20280E-001
1181,1010,3.65056E-001,-4.58760E+000,8.97175E-004,1.39195E-002,-1.21063E-002,-4.27775E-003,1.89371E-002,2.45527E-004,1.45343E-005,-1.01046E-004,2.83490E-004,-2.34284E-005,-2.05911E+001,3.14693E-004,7,6.99997E+000,3.20280E-001
1121,1670,-6.48379E-001,7.84273E+000,3.08947E-003,1.30848E-002,-1.15500E-002,5.55774E-003,1.83167E-002,-5.63966E-006,9.61205E-006,-3.89603E-005,4.16858E-005,-3.77134E-005,-5.05374E+001,4.60130E-005,7,6.99997E+000,3.20280E-001
1211,695,8.71331E-001,-1.05075E+001,9.47889E-003,1.32451E-002,-1.10895E-002,1.04776E-002,2.02037E-002,4.10138E-006,-5.80357E-005,-5.25258E-005,3.40592E-005,-8.79935E-005,-2.96980E+001,8.87385E-005,7,6.99997E+000,3.20280E-001
1106,920,-1.06685E+000,-6.27881E+000,5.13718E-003,1.36017E-002,-1.17432E-002,2.98835E-003,1.82164E-002,-2.52724E-004,2.39668E-005,2.09842E-005,2.55492E-005,-2.54307E-004,8.56876E+001,2.80065E-004,7,6.99997E+000,3.20280E-001
1181,950,3.53118E-001,-5.71512E+000,1.10127E-002,1.33125E-002,-1.14123E-002,8.05529E-003,1.92964E-002,1.29926E-004,7.68169E-006,-7.09043E-005,1.62416E-004,-2.48089E-005,-2.46187E+001,1.74986E-004,7,6.99997E+000,3.20280E-001
1211,1610,1.04145E+000,6.71550E+000,5.84155E-003,1.28025E-002,-1.10763E-002,6.15693E-003,1.80138E-002,1.09601E-004,-3.04711E-005,1.53987E-007,1.09601E-004,-3.04713E-005,6.29877E-002,1.13144E-004,7,6.99997E+000,3.20280E-001
1106,1625,-9.39786E-001,6.99354E+000,4.50166E-003,1.30686E-002,-1.12764E-002,5.19824E-003,1.80268E-002,-8.10865E-005,2.69391E-005,-1.97650E-005,3.04418E-005,-8.45892E-005,-7.99504E+001,8.56893E-005,7,6.99997E+000,3.20280E-001
1181,1100,3.80057E-001,-2.89473E+000,1.56071E-003,1.30240E-002,-1.16652E-002,2.50137E-003,1.76623E-002,9.04052E-005,1.32317E-006,-4.01736E-005,1.05846E-004,-1.41177E-005,-2.10244E+001,1.14940E-004,7,6.99997E+000,3.20280E-001
1106,740,-1.09934E+000,-9.66030E+000,-6.98996E-003,1.43182E-002,-1.22129E-002,-3.00627E-003,1.90579E-002,-1.27768E-004,-7.84823E-007,-2.48861E-006,-7.36070E-007,-1.27816E-004,-8.88777E+001,1.48016E-004,7,6.99997E+000,3.20280E-001
1226,1550,1.31404E+000,5.58373E+000,5.45232E-003,1.27107E-002,-1.13662E-002,2.62458E-003,1.72523E-002,8.68392E-005,-5.82124E-006,3.28057E-006,8.69553E-005,-5.93724E-006,2.02513E+000,9.71610E-005,7,6.99997E+000,3.20280E-001
1136,1685,-3.62485E-001,8.12560E+000,-9.54978E-003,1.34368E-002,-1.19624E-002,-1.56389E-003,1.80580E-002,-3.04545E-007,4.98701E-006,-2.61480E-005,2.86228E-005,-2.39403E-005,-4.78889E+001,3.07064E-005,7,6.99997E+000,3.20280E-001
1046,1715,-2.05260E+000,8.69075E+000,2.75997E-002,1.44953E-002,-1.15270E-002,4.17851E-003,1.89854E-002,-2.17227E-004,7.27398E-005,3.07486E-005,7.59646E-005,-2.20451E-004,8.40130E+001,2.23973E-004,7,6.99997E+000,3.20280E-001
1166,1580,1.86143E-001,6.14854E+000,9.90205E-003,1.31386E-002,-1.10328E-002,6.30528E-003,1.82785E-002,4.66934E-005,7.65251E-006,1.49104E-006,4.67503E-005,7.59565E-006,2.18398E+000,5.88601E-005,7,6.99997E+000,3.20280E-001
1166,890,5.81652E-002,-6.84274E+000,3.87554E-003,1.26908E-002,-1.12145E-002,3.44303E-003,1.72822E-002,3.65380E-005,1.70113E-005,-4.52317E-005,7.30481E-005,-1.94987E-005,-3.89097E+001,7.56472E-005,7,6.99997E+000,3.20280E-001
1091,1070,-1.32056E+000,-3.45868E+000,1.41166E-002,1.43745E-002,-1.16953E-002,3.95441E-004,1.85355E-002,-4.80043E-004,5.26494E-006,-3.34392E-005,7.55817E-006,-4.82336E-004,-8.60768E+001,5.52641E-004,7,6.99997E+000,3.20280E-001
1226,1445,1.29437E+000,3.60372E+000,5.98724E-003,1.26931E-002,-1.17178E-002,2.81807E-003,1.75032E-002,1.75688E-004,6.00508E-005,2.78854E-005,1.82061E-004,5.36776E-005,1.28738E+001,2.47117E-004,7,6.99997E+000,3.20280E-001
1211,1295,9.82931E-001,7.77791E-001,7.63728E-003,1.26332E-002,-1.10477E-002,3.74473E-003,1.71951E-002,-7.03229E-005,-1.80076E-005,5.16140E-005,1.36986E-005,-1.02029E-004,5.84378E+001,1.10755E-004,7,6.99997E+000,3.20280E-001
1061,740,-1.94559E+000,-9.65861E+000,4.90268E-003,1.44740E-002,-1.20400E-002,-4.95772E-003,1.94689E-002,-2.83261E-004,-2.16733E-005,-1.42514E-005,-2.08991E-005,-2.84035E-004,-8.68908E+001,3.40683E-004,7,6.99997E+000,3.20280E-001
1211,1250,9.74285E-001,-7.06209E-002,6.89930E-004,1.29083E-002,-1.13465E-002,1.19588E-003,1.72278E-002,2.98691E-005,-1.17357E-005,1.33097E-004,1.43780E-004,-1.25647E-004,4.05584E+001,1.56607E-004,7,6.99997E+000,3.20280E-001
1196,1220,6.85653E-001,-6.35697E-001,2.86736E-003,1.31558E-002,-1.12399E-002,3.47092E-003,1.76482E-002,4.09002E-005,-7.33754E-006,8.89075E-005,1.08902E-004,-7.53396E-005,3.74110E+001,1.11541E-004,7,6.99997E+000,3.20280E-001
1151,725,-2.54745E-001,-9.94288E+000,4.68212E-003,1.28490E-002,-1.18272E-002,4.02560E-003,1.79217E-002,-7.35308E-005,-7.74477E-006,-1.60161E-005,-4.05275E-006,-7.72228E-005,-7.70190E+001,9.15988E-005,7,6.99997E+000,3.20280E-001
1166,830,4.72499E-002,-7.97102E+000,-2.66922E-003,1.35432E-002,-1.15113E-002,3.28586E-003,1.80756E-002,-1.55548E-005,4.31090E-005,-3.03421E-005,5.59790E-005,-2.84248E-005,-6.70151E+001,5.59813E-005,7,6.99997E+000,3.20280E-001
1226,755,1.16401E+000,-9.38210E+000,2.99734E-003,1.20370E-002,-1.18485E-002,5.72738E-003,1.78348E-002,1.79122E-005,-4.12329E-006,-3.22325E-005,4.09580E-005,-2.71691E-005,-3.55643E+001,4.16802E-005,7,6.99997E+000,3.20280E-001
1211,1565,1.03324E+000,5.86597E+000,4.77269E-004,1.30045E-002,-1.12935E-002,6.86777E-004,1.72375E-002,5.22294E-005,-2.34243E-005,1.00405E-005,5.35393E-005,-2.47342E-005,7.43268E+000,5.35908E-005,7,6.99997E+000,3.20280E-001
1196,845,6.16750E-001,-7.68971E+000,6.78087E-004,1.36555E-002,-1.20987E-002,4.22320E-004,1.82491E-002,9.46182E-005,4.04682E-005,-4.53069E-005,1.20324E-004,1.47627E-005,-2.95689E+001,1.48198E-004,7,6.99997E+000,3.20280E-001
1121,740,-8.17919E-001,-9.65944E+000,6.04828E-003,1.27116E-002,-1.10199E-002,7.36985E-003,1.83667E-002,-1.07320E-004,3.18777E-006,-8.56535E-006,3.84772E-006,-1.07980E-004,-8.55941E+001,1.22524E-004,7,6.99997E+000,3.20280E-001
1241,785,1.45366E+000,-8.81795E+000,2.27558E-003,1.31283E-002,-1.11209E-002,5.44169E-003,1.80454E-002,-6.35936E-005,-1.77634E-005,-1.74291E-005,-1.18883E-005,-6.94686E-005,-7.13718E+001,8.78870E-005,7,6.99997E+000,3.20280E-001
